Sample ID,Island,Latitude (degrees N),Longitude (degrees E),Rock name,Al2O3 (percent),Cr (ppm),Rb (ppm)
s_205-1 [15625],CANARY ISLANDS / TENERIFE / PICO TEIDE,28.30,-16.60,BASANITE [15625],17.16,0.78,39.50
s_LC-7 [16914],CANARY ISLANDS / TENERIFE,28.30,-16.60,TRACHYTE [16914],20.44,0.79,81.08
s_E 204F [15625],CANARY ISLANDS / TENERIFE / PICO TEIDE,28.30,-16.60,NOT GIVEN [15625],17.65,0.86,25.93
RMT11,Rimatara,-22.67,-152.75,,15.04,0.86,23.41
s_02AMK-8 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.91,-155.34,BASALT [14053],17.08,0.87,33.30
RRT45,Rurutu,-22.67,-152.75,,14.52,0.87,35.77
s_AI-177 [829],ASCENSION / ASCENSION,-7.93,-14.37,RHYOLITE [829],12.76,0.90,161.00
s_NER-70A [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,BASANITE [16914],16.71,0.91,44.20
s_AZ05-R [19003],AZORES / SAO JORGE,38.55,-27.86,NOT GIVEN [19003],15.64,1.00,30.00
s_VE111 [1815],ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY / ELDFELL,63.44,-20.28,"HAWAIITE [1815] / BASALT, ALKALINE [1033]",16.80,1.00,31.50
s_271 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,TRACHYBASALT [1634],16.94,1.00,37.30
s_TUT-6D [452],SAMOAN ISLANDS / TUTUILA / PAGO / SHIELD STAGE,-14.30,-170.70,HAWAIITE [452] / BASALT [451],15.50,1.00,40.00
s_106 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",14.53,1.00,42.00
s_PIT-6 [19601],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.10,"BASALT, ALKALINE [19601]",15.96,1.00,42.50
s_P30 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.10,"BASALT, ALKALINE [756]",15.69,1.00,44.00
s_RA-30 [452],AUSTRAL-COOK ISLANDS / RAPA,-27.58,-144.33,"TEPHRITE, SODALITE [452]",17.40,1.00,56.00
s_116543 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.57,-17.87,"PHONOLITE, TEPHRI [8459]",20.36,1.00,89.80
s_106459 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],20.84,1.00,124.00
s_R-38A [452],AUSTRAL-COOK ISLANDS / RAROTONGA,-21.21,-159.82,PHONOLITE [452],20.10,1.00,162.00
s_HK-25 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.73,-156.17,BASANITE [20654],17.59,1.01,52.40
s_206-5 [15625],CANARY ISLANDS / TENERIFE / PICO TEIDE,28.30,-16.60,PHONOLITE [15625],18.58,1.03,79.90
s_SM0106 [10567],AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,37.53,-25.47,TRACHYTE [10567] / TRACHYANDESITE [9385],17.64,1.07,132.83
s_205-3 [15625],CANARY ISLANDS / TENERIFE / PICO TEIDE,28.30,-16.60,BASANITE [15625],17.14,1.18,29.89
s_VH176 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,MUGEARITE [4825],14.60,1.30,34.10
RRT60,Rurutu,-22.42,-151.33,,14.84,1.36,27.21
s_SM0134 [10567],AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,37.52,-25.52,"TRACHYANDESITE, BASALTIC [10567] / ANDESITE, BASALTIC [16704]",17.35,1.38,86.08
s_UP66 [8489],MARQUESAS / UA POU,-9.42,-140.00,BENMOREITE [8489],19.10,1.50,130.00
s_SM0128 [10567],AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,37.50,-25.40,TRACHYBASALT [10567] / HAWAIITE [9925],15.31,1.61,54.72
s_AIT-36 [24409],AUSTRAL-COOK ISLANDS / AITUTAKI,-18.80,-159.80,"BASALT, THOLEIITIC [24409]",15.23,1.70,23.19
s_AI-96 [829],ASCENSION / ASCENSION,-7.93,-14.37,TRACHYTE [829],14.18,1.70,87.00
s_144 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,TRACHYANDESITE [847],19.45,1.80,114.00
s_02AMK-10 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.78,-155.35,BASALT [14053],16.76,1.90,29.30
s_AI-120 [829],ASCENSION / ASCENSION,-7.93,-14.37,BASALT [829],16.25,1.90,75.00
s_RR16 [811],AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS,-22.42,-151.33,BASALT [811],16.60,2.00,12.50
s_D650.0 [789],MARQUESAS / EIAO,-8.00,-140.67,HAWAIITE [789],16.35,2.00,19.00
s_D433.5 [789],MARQUESAS / EIAO,-8.00,-140.67,HAWAIITE [789],14.61,2.00,26.00
s_D512.5 [789],MARQUESAS / EIAO,-8.00,-140.67,HAWAIITE [789],14.89,2.00,27.00
s_D456.3 [789],MARQUESAS / EIAO,-8.00,-140.67,HAWAIITE [789],14.93,2.00,33.00
s_D533.0 [789],MARQUESAS / EIAO,-8.00,-140.67,MUGEARITE [789],15.40,2.00,33.00
s_IC-0107 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,ANDESITE [14961],15.02,2.00,35.15
s_D561.3 [789],MARQUESAS / EIAO,-8.00,-140.67,MUGEARITE [789],15.50,2.00,40.00
s_P34 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / CHRISTIANS CAVE FORMATION,-25.07,-130.10,"BASALT, ALKALINE [756]",15.30,2.00,42.00
T342,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,16.26,2.00,61.00
s_AI-111 [829],ASCENSION / ASCENSION,-7.93,-14.37,TRACHYTE [829],16.81,2.00,63.00
T364,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,trachybasalt,16.29,2.00,69.00
s_D577.0 [789],MARQUESAS / EIAO,-8.00,-140.67,TRACHYTE [789],17.77,2.00,71.00
T359,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,trachybasalt,16.51,2.00,73.00
s_TLP 69-1 [19949],CANARY ISLANDS / LA PALMA,28.50,-18.00,TEPHRITE [19949],17.05,2.00,75.00
s_I469 [18177],ICELAND / ICELAND / ÷RAEFAJ÷KULL,63.89,-16.62,RHYOLITE [18177],13.28,2.00,78.20
s_MPC99-47 [11073],KERGUELEN / KERGUELEN ARCHIPELAGO / VAL GABBRO PLUTONIC SUITE,-49.73,70.07,NOT GIVEN [11073],18.15,2.00,79.70
s_116548 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.53,-17.82,"PHONOLITE, TEPHRI [8459]",20.07,2.00,101.60
s_TLP 19-2 [19949],CANARY ISLANDS / LA PALMA,28.50,-18.00,"PHONOLITE, TEPHRI [19949]",18.79,2.00,103.00
s_UP80 [8489],MARQUESAS / UA POU,-9.42,-140.00,"PHONOLITE, TEPHRI [8489]",19.90,2.00,140.00
s_107 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,TRACHYANDESITE [847],17.92,2.00,142.00
s_UP95 [8489],MARQUESAS / UA POU / LOWER UA POU PHONOLITES,-9.42,-140.00,PHONOLITE [8489],21.10,2.00,259.00
s_UP31 [8489],MARQUESAS / UA POU / LOWER UA POU PHONOLITES,-9.42,-140.00,PHONOLITE [8489],21.00,2.00,389.00
s_AI-109 [829],ASCENSION / ASCENSION,-7.93,-14.37,TRACHYTE [829],15.23,2.10,69.00
s_HK-19 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.71,-156.17,BASANITE [20654],16.49,2.17,42.00
s_VH49 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,RHYOLITE [4825],13.52,2.20,109.80
s_515DS-1 [10567] / s_515 DS-1 [21396],AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,37.87,-26.00,TRACHYANDESITE [10567] / TRACHYTE [9385] / NOT GIVEN [21396],18.69,2.25,1090.07
s_HK-16 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.71,-156.21,BASANITE [20654],16.64,2.38,37.70
s_NER-12 [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,BASANITE [16914],16.52,2.39,33.01
s_ML-2 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,"BASALT, ALKALINE [49]",16.88,2.40,36.00
s_TDC84 [521],TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.05,-12.30,PHONOTEPHRITE [521],18.72,2.40,87.00
s_44 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,TRACHYTE [847],18.10,2.50,138.60
s_UP17 [8489],MARQUESAS / UA POU,-9.42,-140.00,"PHONOLITE, TEPHRI [8489]",20.20,2.50,162.00
s_NER-37W [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,BASANITE [16914],16.90,2.58,58.11
MRT006,Marotiri,,,,17.09,2.72,41.66
s_TLP 51-2 [19993],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA / AD 1585 ERUPTION,28.56,-19.00,PHONOLITE [19993],20.64,2.86,138.00
s_VH222 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,MUGEARITE [4825],15.36,2.90,38.10
s_NER-70 [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,PHONOTEPHRITE [16914],18.77,2.90,57.75
s_ST.PAUL [1326],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.50,BASALT [1326],20.46,3.00,8.30
s_OR136 [4594] / s_OR-136 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,MUGEARITE [4594] / NOT GIVEN [14498],13.90,3.00,34.00
s_273 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,TRACHYBASALT [1634],16.94,3.00,35.00
s_RR27 [811] / s_RR 27 [9925],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,HAWAIITE [811],14.30,3.00,41.50
s_110021 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],21.27,3.00,55.00
s_RP19 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,MUGEARITE [1230],15.81,3.00,58.60
s_P14 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / CHRISTIANS CAVE FORMATION,-25.07,-130.10,"BASALT, ALKALINE [756]",16.36,3.00,84.00
T499,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,16.81,3.00,99.00
s_LVLK127A [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,"TRACHYTE, QUARTZ [1008]",16.36,3.00,102.00
s_111701 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],19.64,3.00,104.00
s_4850-01/490- [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / PUU ANAHULU FLOW,19.85,-155.84,TRACHYTE [6576],17.53,3.00,130.00
s_NK178 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140.00,TRACHYTE [7516],18.20,3.00,188.00
s_NK190 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140.00,TRACHYTE [7516],18.10,3.00,213.00
s_UP8 [8489],MARQUESAS / UA POU / LOWER UA POU PHONOLITES,-9.42,-140.00,PHONOLITE [8489],19.25,3.00,235.00
s_FL-09-09 [16341],AZORES / FLORES / UPPER VOLCANIC COMPLEX,39.45,-31.13,BASALT [16341] / NOT GIVEN [19965],17.83,3.03,28.06
s_AI-79 [829],ASCENSION / ASCENSION,-7.93,-14.37,TRACHYTE [829],15.69,3.10,79.00
s_AI-42 [829],ASCENSION / ASCENSION,-7.93,-14.37,RHYOLITE [829] / BASALT [831],13.26,3.10,188.00
s_5433 [1176] / s_5433-TE45 [24718],AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA,-23.39,-149.47,"BASALT, ALKALINE [1176] / BASALT [15259]",15.16,3.10,28.80
s_AI-91 [829],ASCENSION / ASCENSION,-7.93,-14.37,TRACHYTE [829],15.60,3.20,109.00
s_AZF-03-38 [16224],AZORES / FAIAL,38.85,-28.73,"BASALT, ALKALINE [16224] / NOT GIVEN [21396]",16.90,3.23,38.21
s_TLP 50-1 [19993],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA / AD 1585 ERUPTION,28.56,-19.00,PHONOLITE [19993],20.58,3.27,136.00
s_IB1904 [14919],ICELAND / ICELAND / ASKJA,65.03,-16.80,ANDESITE [14919],13.10,3.30,29.00
s_MP-1 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,"BASALT, ALKALINE [49] / HAWAIITE [157]",17.37,3.30,42.90
s_ALIA-DR107-09 [14912],SAMOAN ISLANDS / MANUA ISLANDS / OFU / SHIELD STAGE,-14.34,-169.72,NOT GIVEN [14912],14.02,3.40,66.59
s_NER-66 [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,"PHONOLITE, TEPHRI [16914]",19.02,3.43,97.39
s_I1416 [12148],ICELAND / ICELAND,64.63,-14.91,NOT GIVEN [12148],15.18,3.51,31.40
s_MH-4 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,"BASALT, ALKALINE [49] / HAWAIITE [157]",17.10,3.60,45.70
s_VH190 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,BENMOREITE [4825],15.46,3.90,47.80
s_IA1803 [14919],ICELAND / ICELAND / ASKJA,65.05,-16.72,RHYOLITE [14919],12.80,3.90,55.80
s_LVLK83 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,PHONOLITE [1008],20.24,3.90,165.00
s_LVLK86 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,PHONOLITE [1008],22.05,3.90,197.00
s_AG99-192 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.50,BASALT [6897],13.71,4.00,20.10
s_21-14 [1182],MARQUESAS / UA POU / DUMONT D^URVILLE,-9.42,-140.00,"BASALT, ALKALINE, OLIVINE [1182]",15.30,4.00,21.00
s_U43 F [6967] / s_U43F [15259] / s_U 43 F [9925],SAMOAN ISLANDS / UPOLU / FAGALOA SERIES,-13.89,-171.56,BASALT [6967],13.69,4.00,25.00
s_OR98 [4594],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,BENMOREITE [4594],13.73,4.00,32.00
s_729 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,"BASALT, ALKALINE [1634]",17.60,4.00,37.00
s_AZ05-Z [19003],AZORES / SAO JORGE,38.55,-27.86,NOT GIVEN [19003],17.00,4.00,57.00
s_57 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,"TRACHYANDESITE, BASALTIC [847]",19.05,4.00,64.30
s_LVLK131 [1008],KERGUELEN / GABY ISLAND,-48.55,68.50,"TRACHYTE, QUARTZ [1008] / TRACHYTE [5176]",15.67,4.00,91.00
s_111759 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],19.00,4.00,116.00
s_LVLK127 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,TRACHYTE [1008],16.95,4.00,123.00
s_#2 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.74,-155.98,TRACHYTE [6576],16.99,4.00,136.00
s_4358-0 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.72,-155.98,TRACHYTE [6576],17.12,4.00,137.00
s_HR-5 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.76,-155.98,TRACHYTE [6576],16.34,4.00,138.00
s_NK52 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140.00,TRACHYTE [7516],18.10,4.00,155.00
s_106455 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17.00,-25.00,NEPHELINITE [8504],22.35,4.00,193.00
s_ST84 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,TRACHYTE [1238],18.63,4.00,200.00
s_ST10 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,PHONOLITE [1238],21.70,4.00,223.00
s_P16 [1238],CAMEROON LINE / PRINCIPE,1.62,7.45,TRACHYPHONOLITE [1238],21.47,4.00,315.00
s_T-88 [982],ICELAND / ICELAND / TORFAJ÷KULL / EASTERN ICELAND RIFT ZONE,63.90,-18.97,RHYOLITE [982],14.72,4.40,119.60
s_LVLK81 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,PHONOLITE [1008],22.10,4.40,192.00
s_02AMK-1 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.76,-155.58,BASALT [14053],16.59,4.50,29.80
s_SM0809 [23491],AZORES / SAO MIGUEL,37.76,-25.37,"BASALT, OLIVINE [23491]",17.88,4.92,105.59
s_RR03 [811],AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS,-22.42,-151.33,HAWAIITE [811],16.50,5.00,15.70
s_AZ05-C [19003],AZORES / TERCEIRA,38.73,-27.05,NOT GIVEN [19003],15.27,5.00,29.00
s_AZ05-AG [19003],AZORES / SAO JORGE,38.59,-27.94,NOT GIVEN [19003],16.45,5.00,33.00
s_GM92-34 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973]",13.01,5.00,36.20
s_RU-4 [452],AUSTRAL-COOK ISLANDS / RURUTU,-22.42,-151.33,"TEPHRITE, NEPHELINE-OLIVINE [452]",15.90,5.00,37.00
s_93-510 [10516],KERGUELEN / MOUNT CAPITOLE,-48.55,68.50,BASALT [10516],13.41,5.00,38.10
s_RP28 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,MUGEARITE [1230],14.80,5.00,39.50
s_B1 [920],CANARY ISLANDS / TENERIFE / PICO TEIDE,28.30,-16.60,"BASALT, ALKALINE [920] / HAWAIITE [934]",17.14,5.00,42.00
s_P22 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.10,"BASALT, ALKALINE [756]",16.40,5.00,43.00
s_AZ05-AR [19003],AZORES / FAIAL,38.55,-28.63,NOT GIVEN [19003],17.00,5.00,45.00
s_T21 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.48,BASALT [6967],17.66,5.00,49.10
s_316 [13086],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.69,BASANITE [13086],15.83,5.00,52.00
s_ST96 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,"HAWAIITE [1238] / BASALT, TRANSITIONAL [1197]",17.43,5.00,62.00
T20,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,trachybasalt,16.35,5.00,68.00
s_OR135 [4594] / s_OR-135 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,TRACHYTE [4594] / NOT GIVEN [14498],15.19,5.00,75.00
s_OR154 [4594],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,RHYOLITE [4594],13.91,5.00,98.00
s_MPC99-53A/A [11073],KERGUELEN / KERGUELEN ARCHIPELAGO / VAL GABBRO PLUTONIC SUITE,-49.72,70.07,NOT GIVEN [11073],16.80,5.00,101.00
s_ST110 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,"TEPHRITE, PHONOLITIC [1238]",18.83,5.00,114.00
s_ST57 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,"TRACHYTE, QUARTZ [1238]",18.05,5.00,120.00
s_PWW-1 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.78,-155.83,TRACHYTE [6576],17.26,5.00,127.00
s_LVLK121 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,PHONOLITE [1008],22.44,5.00,225.00
s_LVLK105 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT BERLIOZ,-48.55,68.50,PHONOLITE [1008],19.19,5.00,439.00
s_NER-29 [16914],CANARY ISLANDS / TENERIFE,28.40,-16.50,BASANITE [16914],15.12,5.09,19.58
s_M17ACIDWASHED [1199],AUSTRAL-COOK ISLANDS / MANGAIA,-21.93,-157.93,"BASALT, ALKALINE [1199]",16.09,5.10,26.40
s_MK-6 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,"BASALT, ALKALINE [49] / HAWAIITE [157]",17.82,5.60,40.70
s_IC-0215 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,ANDESITE [14961],15.08,5.89,30.38
s_ME-6 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,"BASALT, ALKALINE [49] / HAWAIITE [157]",17.15,5.90,34.30
s_GM92-131 [973],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT RABOUILLERE,-48.55,68.50,"BASALT, TRANSITIONAL [973]",13.25,6.00,26.80
s_P31 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.10,"BASALT, ALKALINE [756]",15.66,6.00,34.00
s_WD-320 [14135] / s_WD320 [14165],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.47,-158.12,"ICELANDITE [14135] / BASALT, THOLEIITIC [14165]",14.41,6.00,37.00
s_P28 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.10,"BASALT, ALKALINE [756]",16.07,6.00,40.00
s_P4 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.10,"BASALT, ALKALINE [756]",15.26,6.00,46.00
s_GM92-40 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973]",13.14,6.00,49.20
s_ZM150 [726],CAPE VERDE ISLANDS / SANTIAGO,14.90,-24.30,TEPHRITE [726],14.86,6.00,61.00
s_54 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,"TRACHYANDESITE, BASALTIC [847]",19.47,6.00,63.50
s_OR93 [4594] / s_OR-93 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,RHYOLITE [4594] / NOT GIVEN [14498],13.60,6.00,82.00
s_LVLK93 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,"PHONOLITE, TEPHRI [1008]",18.02,6.00,91.00
s_111767 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],18.55,6.00,106.00
s_88WA-1 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.78,-155.83,TRACHYTE [6576],17.75,6.00,125.00
s_PWW-5 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.78,-155.83,TRACHYTE [6576],17.28,6.00,131.00
s_I2204 [12148],ICELAND / ICELAND,65.17,-14.10,NOT GIVEN [12148],13.27,6.03,32.50
s_HK-23 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.73,-156.17,BASANITE [20654],14.75,6.49,42.50
s_IC-0303 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.92,6.50,27.28
s_AG99-191 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.50,BASALT [6897],13.59,7.00,20.60
s_AZ05-K [19003],AZORES / TERCEIRA,38.67,-27.17,NOT GIVEN [19003],14.81,7.00,28.00
s_86KA6 [336] / s_86KA-6 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.15,-159.57,HAWAIITE [336] / NOT GIVEN [19774],16.60,7.00,33.92
s_AG99-196 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.50,BASALT [6897],13.84,7.00,35.70
s_116504 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.53,-17.80,PHONOTEPHRITE [8459],17.09,7.00,50.50
s_110028 [8504],CAPE VERDE ISLANDS / SAO ANTAO / TOPE DE CORA VOLCANICS,17.00,-25.00,NEPHELINITE [8504],14.65,7.00,58.00
T619,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,trachybasalt,17.08,7.00,61.00
s_130 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.50,"TRACHYANDESITE, BASALTIC [847]",19.12,7.00,73.60
s_LVLK90 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROUGE,-48.55,68.50,"PHONOLITE, TEPHRI [1008]",18.66,7.00,118.00
s_MH84-187 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.63,-155.83,TRACHYTE [6576],17.41,7.00,131.00
s_MH84-2 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.67,-155.81,TRACHYTE [6576],17.51,7.00,131.00
s_TLW-67-101A [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.63,-155.83,TRACHYTE [6576],17.51,7.00,133.00
